history1,history2,question,rewrite,model_output,accuracy,semantic_related
这么好 是不金鸡湖景区的门票很贵,不贵 他家是免费的,工业园区附近有啥好吃的面包甜点餐厅吗,工业园区附近有啥好吃的面包甜点餐厅吗,工业园区附近有什么好吃的面包甜点餐厅吗,,0
我和朋友来苏州玩儿在考虑住哪家酒店听说同里月上酒店这家还不错我想了解一下他们家的标准间,确实他们家标准间不错,同里月上酒店评分是多少呢,同里月上酒店评分是多少呢,同里月上酒店的标准间评分是多少呢,,0
那蔚揽380TSI四驱纵行版这款车有没有座椅加热呢,这个功能是有的,看看蔚揽380TSI四驱纵行版这款车有没有定速巡航呢,看看蔚揽380TSI四驱纵行版这款车有没有定速巡航呢,蔚揽380TSI四驱纵行版这款车有没有定速巡航,,0
嗯 就去苏州博物馆吧 请问他们的特点是什么,特点是贝聿铭设计的新馆清新雅致 欣赏镇馆之宝越窑秘色瓷莲花碗,门票呢 苏州博物馆门票是多少,门票呢 苏州博物馆门票是多少,苏州博物馆门票是多少,,0
我不爱吃,五仁月饼,没吃过,没吃过五仁月饼,五仁月饼没吃过,,0
你几岁了,当然18岁啊,不像,你不像18岁,你18岁不像,,0
话说你喜欢吃火锅么,说了你就请我吃吗,嗯请你吃,嗯请你吃火锅,嗯请我吃火锅,,0
啊 我了解了 苏州乐园森林水世界的门票价格不低吧,是的 票价是198元,我猜苏州乐园森林水世界的门票也得贵一点 玩完之后我想在高新区附近吃饭 吃点快餐简餐 最好是便宜一些的 你有好地方推荐吗,我猜苏州乐园森林水世界的门票也得贵一点 玩完之后我想在高新区附近吃饭 吃点快餐简餐 最好是便宜一些的 你有好地方推荐吗,苏州乐园森林水世界门票价格较高，玩完后我想在高新区附近吃便宜的快餐简餐，有推荐的地方吗,,0
那你喜欢吃什么,戚风蛋糕好吃软软的绵绵的早餐必备,不会做,不会做戚风蛋糕,不会做戚风蛋糕,,1
你好 我在考虑买一辆汽油驱动的三厢车 15万以内的 麻烦你帮我推荐一款吧,好的 为您推荐宝来1 5L自动舒适型,宝来1 5L自动舒适型有倒车影像吗,宝来1 5L自动舒适型有倒车影像吗,宝来1.5L自动舒适型有倒车影像吗,,0
你好 最近想换台电脑 我想了解一下惠普 战系列的电脑 价格在5000到10000之间就行 推荐一款,你好 推荐你选择惠普 HP 战66Pro14G3这款笔记本电脑,惠普 HP 战66Pro14G3裸机重量多少,惠普 HP 战66Pro14G3裸机重量多少,惠普 HP 战66Pro14G3裸机重量多少,,1
那四川航空3U8556到成都的时间呢,当天13 15就到成都了,还好 下午还能跑跑业务 关键是四川航空3U8556准时不,还好 下午还能跑跑业务 关键是四川航空3U8556准时不,四川航空3U8556是否准点到达成都,,0
你好 我朋友来苏州找我玩 想找一个消费中等的苏州园林带她看看 求推荐,推荐拙政园哟 四大名园之一,好啊 拙政园的门票多少钱,好啊 拙政园的门票多少钱,好啊 拙政园的门票多少钱,,1
厦门会有大风吗,有大风 是4至5级的东南风,下周二的上海的天气怎么样,下周二的上海的天气怎么样,下周二上海的天气怎么样,,0
那牛炭家本格炭火烤肉是几点营业的呢,周一至周日11 00 22 00营业,牛炭家本格炭火烤肉具体位置在哪,牛炭家本格炭火烤肉具体位置在哪,牛炭家本格炭火烤肉具体位置在哪,,1
再帮我查询一下如家酒店地址,酒店位于苏州高新区马运路168号,请问如家酒店的电话有吗,请问如家酒店的电话有吗,如家酒店的电话是多少,,0
对了你看英格兰绝杀突尼斯那场比赛了吗,看了,这也是英格兰队时隔8年再从世界杯赢球说不定这回他们能逆袭呢,英格兰绝杀突尼斯那场比赛也是英格兰队时隔8年再从世界杯赢球说不定这回他们能逆袭呢,英格兰队时隔8年再从世界杯赢球，这回他们能逆袭吗,,0
在不 朋友托我帮忙选台电脑 他想要部商用的 价位在5000 10000之间的 能帮我推荐一款吗,好的 帮您找到了几款符合要求的商用电脑 我帮您选选 请问您对电脑的其他方面还有什么要求吗,其他方面的话就是内存了 我要8GB内存的电脑,其他方面的话就是内存了 我要8GB内存的电脑,内存8GB的5000到10000价位的商用电脑,,0
你好啊 下周六上午从杭州到深圳的高铁 能给我推荐一趟吗,您好 帮您查询了一下 建议您选乘G1603 杭州东 深圳北,请问G1603一等座要多少钱,请问G1603一等座要多少钱,请问G1603杭州东到深圳北一等座要多少钱,,0
你好 我来苏州旅游 想去吴中区找个合适的家庭亲子景点,西山景区这个景点就可以,西山景区的具体位置在哪,西山景区的具体位置在哪,西山景区的具体位置在哪,,1
那G79什么时候从北京出发呢 我还得收拾收拾东西,当天10 00出发,那G79什么时候到达深圳呢,那G79什么时候到达深圳呢,G79什么时候到达深圳,,0
诶你知道tfboys哪首歌最好听吗,青春练习手册,是青春修炼手册啦,是tfboys的青春修炼手册啦,tfboys的青春练习手册最好听吗,,0
宝来1 5L自动舒适型有没有倒车影像呢,有这个功能,宝来1 5L自动舒适型定速巡航有没有呀,宝来1 5L自动舒适型定速巡航有没有呀,宝来1.5L自动舒适型有没有定速巡航功能,,0
你好 我这几天都在苏州度假 明天准备去穹窿山景区玩 能不能帮我查下景点的门票价格呢,好的 没有问题 这就给您查 这个景点的门票是80元,那穹窿山景区评分怎么样 好点的景点一般评分都很高,那穹窿山景区评分怎么样 好点的景点一般评分都很高,穹窿山景区评分怎么样 好点的景点一般评分都很高,,0
你知道知乎吗,知乎呀发现更大的世界呗,嗯嗯那现在一共有多少个用户参与进来,嗯嗯那知乎现在一共有多少个用户参与进来,嗯嗯那现在知乎一共有多少个用户参与进来,,0
你会写代码吗,每天和码农哥哥在一起能不会吗,会用什么语言写,会用什么语言写代码,会用什么语言写代码,,1
你喜不喜欢吃莴笋,我吃青菜,那个不好吃,青菜不好吃,莴笋不好吃,,0
薯片搭配什么最爽,薯片还是最喜欢原味的,搭配什么饮料最爽,薯片搭配什么饮料最爽,薯片搭配什么饮料最爽,,1
你喜欢王俊凯吗,王俊凯新歌超级好听,那你喜欢听哪首歌,那你喜欢听王俊凯哪首歌,那你喜欢听王俊凯的哪首歌,,0
我家是深圳的 你能帮查一下去南京的航班么 我想去旅游,您预计什么时候出发呢 我好帮您查询呢,计划是下周三出发从深圳到南京,计划是下周三出发从深圳到南京,下周三从深圳出发去南京的航班查询,,0
苏州大学的开放时间是多会呢,全天开放,苏州大学电话是多少 我问问别的细节,苏州大学电话是多少 我问问别的细节,苏州大学电话是多少 我问问别的细节,,1
恩 那我们就去这看看 再帮我找家价位中等的西北菜餐厅呗,给您推荐西贝莜面村 他家挺不错的,西贝莜面村的评分高么 人均消费是多少啊,西贝莜面村的评分高么 人均消费是多少啊,西贝莜面村的评分高吗 人均消费是多少啊,,0
一个你肯定黑过的星座,巨蟹,听说这个星座的人比较敏感多疑啊,听说巨蟹的人比较敏感多疑啊,听说巨蟹星座的人比较敏感多疑啊,,0
你好 下周日我想从深圳坐公务舱去上海 帮我推荐一个航班吧 谢谢,给您推荐南方航空CZ3831 宝安国际机场T3 虹桥国际机场T2,南方航空CZ3831下周日从深圳几点起飞呀 准点率怎么样,南方航空CZ3831下周日从深圳几点起飞呀 准点率怎么样,南方航空CZ3831下周日从深圳几点起飞 准点率怎么样,,0
好吧 早点起就是了 广州下周五风大不大 帮我看一下,风不大 东北风1级,那就好 下周五广州光照怎么样呢,那就好 下周五广州光照怎么样呢,下周五广州光照怎么样,,0
硬盘分不了磁盘了,别不开心啦想想明天又是的全新的一天呢,分不了盘玩个屌,硬盘分不了盘玩个屌,硬盘分不了盘玩个屌,,1
我问沙海是什么,不就是悬疑灵异探险嘛,哪部小说里面的,沙海是哪部小说里面的,沙海是哪部小说里面的,,1
嗯  那些年 我们一起追的女孩 的导演是谁 什么时候上映的啊,导演是九把刀 在台湾的上映时间是2011年8月19日 中国内地的上映时间是2012年1月6日,豆瓣上给 那些年 我们一起追的女孩 的评分有多少呢,豆瓣上给 那些年 我们一起追的女孩 的评分有多少呢,豆瓣上给那些年 我们一起追的女孩 的评分有多少呢,,1
下周六我想出去玩 第一个考虑杭州 请问那天天气如何 多少度,下周六是晴天呢 最高温度17摄氏度 最低温度7摄氏度,小伙伴想去厦门 下周六厦门的天气呢 多少度,小伙伴想去厦门 下周六厦门的天气呢 多少度,下周六厦门的天气如何 多少度,,0
九寨沟那一个省,去的时候池子有点小但是也特别好看去九寨沟必须去的一个地方,门票多少钱,九寨沟门票多少钱,九寨沟门票多少钱,,1
G1970的时长是多少,时长为1小时27分 时间还是很短的,是的呢 G1970几点从上海出发 我需要提前准备一下,是的呢 G1970几点从上海出发 我需要提前准备一下,G1970几点从上海出发 我需要提前准备一下,,0
你知道人间失格吗,僅憑寥寥數語就能夠將一個人的人生刻畫至此感染力超強真的很厲害,对这本书你有何见解,对人间失格你有何见解,对《人间失格》这本书你有何见解,,0
听说过惠威吗,听说过,怎么样,惠威怎么样,惠威怎么样,,1
烤肉啊 太好了 最近我正想吃呢 农乐园炭火烤肉的营业时间是几点到几点呢,周一到周日上午十一点到下午两点 下午四点半到晚上九点半,那农乐园炭火烤肉到底有没有地铁直达呢,那农乐园炭火烤肉到底有没有地铁直达呢,农乐园炭火烤肉有没有地铁直达,,0
查一下 贵阳美食有哪些,查到了吗,没有,没有查到贵阳美食,贵阳美食有哪些,,0
盗墓笔记怎么样,盗墓笔记超好看,有多好看,盗墓笔记有多好看,盗墓笔记有多好看,,1
priest,priest的部分作品特别有笔力,那你喜欢她的哪一部作品啊,那你喜欢priest的哪一部作品啊,你喜欢priest的哪一部作品啊,,0
棒棒糖啊,我要吃巧克力,看起来好好吃的样子,巧克力看起来好好吃的样子,看起来棒棒糖好好吃的样子,,0
西游记的主演都有些谁,它的主演有六小龄童 迟重瑞 马德华 汪粤,西游记共有多少集,西游记共有多少集,西游记共有多少集,,1
你好 我要知道下周日成都的天气情况呀,是多云的天气呢,下周日成都温度多少呀,下周日成都温度多少呀,下周日成都的温度是多少,,0
你不是说你没睡好没有食欲吗,表示我也想吃火锅了,那你吃一个我看看,那你吃一个火锅我看看,那你吃一个火锅我看看,,1
想换工作,我也想换工作啊,那你换呀,那你换工作呀,那你换工作吗,,0
作为心理罪的原著粉尚可接受反正比他来了请闭嘴改的好,他来了请闭眼,原著的故事掩盖了电视剧数不清的bug和演员浮夸的演技,原著的他来了请闭眼故事掩盖了电视剧数不清的bug和演员浮夸的演技,原著心理罪的故事掩盖了电视剧数不清的bug和演员浮夸的演技,,0
成语固步自封是什么意思,我的理解应该是守着老一套不求进步,这句成语的来源在哪里,固步自封的来源在哪里,这句成语固步自封的来源在哪里,,0
我还想对比一下下周日广州的天气如何,广州那边的天气为多云,下周日广州的温度是多少呢,下周日广州的温度是多少呢,下周日广州的温度是多少呢,,1
你帮我考雅思,雅思第一项考什么,考口语啊,雅思第一项考口语啊,雅思第一项考口语吗,,0
我明天准备请朋友吃饭 他喜欢吃江浙菜 有什么推荐的餐厅么,帮您找到很多家 你想要个什么价位的 我好给您推荐,我工资不太高 找个价位中等的餐厅吃饭就好,我工资不太高 找个价位中等的餐厅吃饭就好,我工资不太高 找个价位中等的江浙菜餐厅吃饭就好,,0
我的头像是不是很好看,头像是本人么亲,是的哦,我的头像是本人的哦,是的哦，我的头像是本人,,0
你好 我最近不忙 想利用空余时间找些电视剧来看 可以帮我找一部韩国的高分剧吗,可以啊 你想看什么类型的剧呢,找一部韩国的高分剧情片电视剧吧,找一部韩国的高分剧情片电视剧吧,找一部韩国的高分剧情片电视剧,,0
你今天出去玩了吗,是的去海岛露营了,好玩吗,海岛好玩吗,海岛露营好玩吗,,0
小微知道田柾国吗,怎么感觉你要套路我,不不不他是个歌手,不不不田柾国是个歌手,田柾国是个歌手,,0
你好 我想买一辆主要用途是越野的两厢车 一般是3个人坐 你能推荐我一款吗,您对价格区间有什么要求吗,我想买一辆两厢车 预算空间在小于15万吧,我想买一辆两厢车 预算空间在小于15万吧,我想买一辆主要用于越野的两厢车，一般3人乘坐，预算在15万以内,,0
你好 我刚到苏州有点饿了 想找个便宜点的粤菜馆吃饭 求推荐哟,为您推荐多多旺港式茶餐厅 价格不贵 味道超赞呢,好呀 多多旺港式茶餐厅的电话多少呀 我提前订个座位 哈,好呀 多多旺港式茶餐厅的电话多少呀 我提前订个座位 哈,多多旺港式茶餐厅的电话是多少 我想提前订个座位,,0
